run,lane,tag,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,ftp_submission_reads
6738,5,60,ERS041809,Ura3_64,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,60,WAxNA_F12_1_YPD_T0_C60,WAxNA_F12_1_YPD,36.60111191,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#60.bam
6738,5,61,ERS041810,Ura3_65,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,61,WAxNA_F12_1_YPD_T0_C61,WAxNA_F12_1_YPD,18.50396276,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#61.bam
6738,5,62,ERS041811,Ura3_66,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,62,WAxNA_F12_1_YPD_T0_C62,WAxNA_F12_1_YPD,12.96377208,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#62.bam
6738,5,63,ERS041812,Ura3_67,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,YPD,,0,63,WAxNA_F12_1_YPD_T0_C63,WAxNA_F12_1_YPD,11.69635965,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#63.bam
6738,5,64,ERS041813,Ura3_68,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,64,WAxNA_F12_1_YPD_T0_C64,WAxNA_F12_1_YPD,12.36239107,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#64.bam
6738,5,65,ERS041814,Ura3_69,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,65,WAxNA_F12_1_YPD_T0_C65,WAxNA_F12_1_YPD,14.2348328,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#65.bam
6738,5,66,ERS041815,Ura3_70,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,66,WAxNA_F12_1_YPD_T0_C66,WAxNA_F12_1_YPD,12.79797638,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#66.bam
6738,5,67,ERS041816,Ura3_71,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,67,WAxNA_F12_1_YPD_T0_C67,WAxNA_F12_1_YPD,12.09188728,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#67.bam
6738,5,68,ERS041817,Ura3_72,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,68,WAxNA_F12_1_YPD_T0_C68,WAxNA_F12_1_YPD,15.47633611,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#68.bam
6738,5,69,ERS041818,Ura3_73,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,69,WAxNA_F12_1_YPD_T0_C69,WAxNA_F12_1_YPD,9.475996122,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#69.bam
6738,5,70,ERS041819,Ura3_74,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,70,WAxNA_F12_1_YPD_T0_C70,WAxNA_F12_1_YPD,20.1365868,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#70.bam
6738,5,71,ERS041820,Ura3_75,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,71,WAxNA_F12_1_YPD_T0_C71,WAxNA_F12_1_YPD,13.86182865,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#71.bam
6738,5,72,ERS041821,Ura3_76,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,YPD,,0,72,WAxNA_F12_1_YPD_T0_C72,WAxNA_F12_1_YPD,20.18088449,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#72.bam
6738,5,73,ERS041822,Ura3_77,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,73,WAxNA_F12_1_YPD_T0_C73,WAxNA_F12_1_YPD,15.3631812,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#73.bam
6738,5,74,ERS041823,Ura3_78,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,74,WAxNA_F12_1_YPD_T0_C74,WAxNA_F12_1_YPD,23.79040417,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#74.bam
6738,5,75,ERS041824,Ura3_79,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,75,WAxNA_F12_1_YPD_T0_C75,WAxNA_F12_1_YPD,20.57146343,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#75.bam
6738,5,76,ERS041825,Ura3_80,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,76,WAxNA_F12_1_YPD_T0_C76,WAxNA_F12_1_YPD,11.80952629,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#76.bam
6738,5,77,ERS041826,Ura3_81,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,77,WAxNA_F12_1_YPD_T0_C77,WAxNA_F12_1_YPD,17.98235909,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#77.bam
6738,5,78,ERS041827,Ura3_82,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,78,WAxNA_F12_1_YPD_T0_C78,WAxNA_F12_1_YPD,11.18625215,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#78.bam
6738,5,79,ERS041828,Ura3_83,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,79,WAxNA_F12_1_YPD_T0_C79,WAxNA_F12_1_YPD,11.40397798,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#79.bam
6738,5,80,ERS041829,Ura3_84,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,80,WAxNA_F12_1_YPD_T0_C80,WAxNA_F12_1_YPD,12.14040037,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#80.bam
6738,5,81,ERS041830,Ura3_85,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,81,WAxNA_F12_1_YPD_T0_C81,WAxNA_F12_1_YPD,16.30821816,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#81.bam
6738,5,82,ERS041831,Ura3_86,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,82,WAxNA_F12_1_YPD_T0_C82,WAxNA_F12_1_YPD,12.99910271,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#82.bam
6738,5,83,ERS041832,Ura3_87,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,YPD,,0,83,WAxNA_F12_1_YPD_T0_C83,WAxNA_F12_1_YPD,18.3617306,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#83.bam
6738,5,84,ERS041833,Ura3_120,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,84,WAxNA_F12_1_YPD_T0_C84,WAxNA_F12_1_YPD,21.30295343,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#84.bam
6738,5,85,ERS041834,Ura3_121,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,85,WAxNA_F12_1_YPD_T0_C85,WAxNA_F12_1_YPD,16.04285329,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#85.bam
6738,5,86,ERS041835,Ura3_122,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,86,WAxNA_F12_1_YPD_T0_C86,WAxNA_F12_1_YPD,34.49968175,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#86.bam
6738,5,87,ERS041836,Ura3_123,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,87,WAxNA_F12_1_YPD_T0_C87,WAxNA_F12_1_YPD,18.4191949,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#87.bam
6738,5,88,ERS041837,Ura3_124,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,88,WAxNA_F12_1_YPD_T0_C88,WAxNA_F12_1_YPD,20.21304466,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#88.bam
6738,5,89,ERS041838,Ura3_126,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,89,WAxNA_F12_1_YPD_T0_C89,WAxNA_F12_1_YPD,20.43832263,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#89.bam
6738,5,90,ERS041839,Ura3_127,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,90,WAxNA_F12_1_YPD_T0_C90,WAxNA_F12_1_YPD,26.88685835,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#90.bam
6738,5,91,ERS041840,Ura3_128,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,91,WAxNA_F12_1_YPD_T0_C91,WAxNA_F12_1_YPD,16.79943406,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#91.bam
6738,5,92,ERS041841,Ura3_129,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,92,WAxNA_F12_1_YPD_T0_C92,WAxNA_F12_1_YPD,17.62664679,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#92.bam
6738,5,93,ERS041842,Ura3_130,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,93,WAxNA_F12_1_YPD_T0_C93,WAxNA_F12_1_YPD,23.74596233,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#93.bam
6738,5,94,ERS041843,Ura3_131,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,94,WAxNA_F12_1_YPD_T0_C94,WAxNA_F12_1_YPD,35.43544414,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#94.bam
6738,5,95,ERS041844,Ura3_132,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,95,WAxNA_F12_1_YPD_T0_C95,WAxNA_F12_1_YPD,15.34940199,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#95.bam
6738,5,96,ERS041845,Ura3_133,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,96,WAxNA_F12_1_YPD_T0_C96,WAxNA_F12_1_YPD,27.0781024,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_5#96.bam
8616,5,12,ERS169301,R2_HU_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,2,,WAxNA_F12_2_HU_1_T2,WAxNA_F12_2_HU_1,48.91113989,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#12.bam
8939,1,12,ERS169301,R2_HU_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,2,,WAxNA_F12_2_HU_1_T2,WAxNA_F12_2_HU_1,51.91862473,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#12.bam
8616,5,24,ERS169314,R2_HU_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,4,,WAxNA_F12_2_HU_1_T4,WAxNA_F12_2_HU_1,48.26631983,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#24.bam
8939,1,24,ERS169314,R2_HU_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,4,,WAxNA_F12_2_HU_1_T4,WAxNA_F12_2_HU_1,52.80666583,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#24.bam
8616,5,34,ERS169324,R2_HU_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,8,,WAxNA_F12_2_HU_1_T8,WAxNA_F12_2_HU_1,38.22009691,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#34.bam
8939,1,34,ERS169324,R2_HU_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,8,,WAxNA_F12_2_HU_1_T8,WAxNA_F12_2_HU_1,41.85191777,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#34.bam
8616,5,46,ERS169336,R2_HU_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,16,,WAxNA_F12_2_HU_1_T16,WAxNA_F12_2_HU_1,39.22640153,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#46.bam
8939,1,46,ERS169336,R2_HU_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,16,,WAxNA_F12_2_HU_1_T16,WAxNA_F12_2_HU_1,43.03907476,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#46.bam
11823,1,52,ERS364091,2787STDY5607154,YGL1333,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,1,WAxNA_F12_2_HU_1_T32_C1,WAxNA_F12_2_HU_1,32.32427458,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#52.cram
11823,1,53,ERS364092,2787STDY5607155,YGL1336,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,2,WAxNA_F12_2_HU_1_T32_C2,WAxNA_F12_2_HU_1,28.41577477,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#53.cram
8616,5,58,ERS169348,R2_HU_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,,WAxNA_F12_2_HU_1_T32,WAxNA_F12_2_HU_1,44.40624926,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#58.bam
8939,1,58,ERS169348,R2_HU_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,,WAxNA_F12_2_HU_1_T32,WAxNA_F12_2_HU_1,47.80129308,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#58.bam
11823,1,28,ERS364054,2787STDY5607117,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,2,,WAxNA_F12_2_HU_2_T2,WAxNA_F12_2_HU_2,30.89837978,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#28.cram
14893,4,19,ERS364054,2787STDY5607117,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,2,,WAxNA_F12_2_HU_2_T2,WAxNA_F12_2_HU_2,74.41489434,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#19.cram
11823,1,32,ERS364058,2787STDY5607121,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,4,,WAxNA_F12_2_HU_2_T4,WAxNA_F12_2_HU_2,27.3584796,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#32.cram
14893,4,23,ERS364058,2787STDY5607121,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,4,,WAxNA_F12_2_HU_2_T4,WAxNA_F12_2_HU_2,78.30213319,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#23.cram
11823,1,36,ERS364062,2787STDY5607125,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,8,,WAxNA_F12_2_HU_2_T8,WAxNA_F12_2_HU_2,28.18406545,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#36.cram
14893,4,27,ERS364062,2787STDY5607125,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,8,,WAxNA_F12_2_HU_2_T8,WAxNA_F12_2_HU_2,69.03208322,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#27.cram
11822,2,77,ERS364066,2787STDY5607129,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,16,,WAxNA_F12_2_HU_2_T16,WAxNA_F12_2_HU_2,81.95757067,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#77.cram
11823,1,71,ERS364257,2787STDY5623207,YGL1435,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,1,WAxNA_F12_2_HU_2_T32_C1,WAxNA_F12_2_HU_2,28.47155515,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#71.cram
11823,1,72,ERS364258,2787STDY5623208,YGL1436,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,2,WAxNA_F12_2_HU_2_T32_C2,WAxNA_F12_2_HU_2,26.06093639,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#72.cram
11823,1,73,ERS364259,2787STDY5623209,YGL1437,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,3,WAxNA_F12_2_HU_2_T32_C3,WAxNA_F12_2_HU_2,33.56417371,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#73.cram
11823,1,74,ERS364260,2787STDY5623210,YGL1438,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,4,WAxNA_F12_2_HU_2_T32_C4,WAxNA_F12_2_HU_2,33.57553601,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#74.cram
11822,2,80,ERS364070,2787STDY5607133,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,,WAxNA_F12_2_HU_2_T32,WAxNA_F12_2_HU_2,88.45828615,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#80.cram
11822,2,57,ERS364014,2787STDY5607077,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,2,,WAxNA_F12_2_HU_3_T2,WAxNA_F12_2_HU_3,88.81117326,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#57.cram
11822,2,58,ERS364022,2787STDY5607085,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,4,,WAxNA_F12_2_HU_3_T4,WAxNA_F12_2_HU_3,80.46228847,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#58.cram
11822,2,59,ERS364030,2787STDY5607093,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,8,,WAxNA_F12_2_HU_3_T8,WAxNA_F12_2_HU_3,83.94965036,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#59.cram
11823,1,91,ERS369976,2787STDY5644703,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,16,,WAxNA_F12_2_HU_3_T16,WAxNA_F12_2_HU_3,31.81081963,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#91.cram
14893,4,35,ERS369976,2787STDY5644703,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,16,,WAxNA_F12_2_HU_3_T16,WAxNA_F12_2_HU_3,72.74617366,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#35.cram
11823,1,85,ERS364271,2787STDY5623221,YGL1449,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,1,WAxNA_F12_2_HU_3_T32_C1,WAxNA_F12_2_HU_3,32.96417413,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#85.cram
11823,1,86,ERS364273,2787STDY5623223,YGL1451,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,2,WAxNA_F12_2_HU_3_T32_C2,WAxNA_F12_2_HU_3,32.95967353,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#86.cram
11823,1,87,ERS364274,2787STDY5623224,YGL1452,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,3,WAxNA_F12_2_HU_3_T32_C3,WAxNA_F12_2_HU_3,28.77325645,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#87.cram
11823,1,88,ERS364275,2787STDY5623225,YGL1453,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,4,WAxNA_F12_2_HU_3_T32_C4,WAxNA_F12_2_HU_3,27.51573073,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#88.cram
11823,1,89,ERS364276,2787STDY5623226,YGL1454,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,5,WAxNA_F12_2_HU_3_T32_C5,WAxNA_F12_2_HU_3,32.60583255,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#89.cram
11823,1,95,ERS369980,2787STDY5644707,YGL1450,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,6,WAxNA_F12_2_HU_3_T32_C6,WAxNA_F12_2_HU_3,30.27708734,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#95.cram
11822,2,71,ERS364046,2787STDY5607109,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,,WAxNA_F12_2_HU_3_T32,WAxNA_F12_2_HU_3,82.31518058,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#71.cram
8616,5,11,ERS169300,R2_RA_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,2,,WAxNA_F12_2_RM_1_T2,WAxNA_F12_2_RM_1,54.80918894,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#11.bam
8939,1,11,ERS169300,R2_RA_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,2,,WAxNA_F12_2_RM_1_T2,WAxNA_F12_2_RM_1,59.2524787,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#11.bam
8616,5,23,ERS169313,R2_RA_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,4,,WAxNA_F12_2_RM_1_T4,WAxNA_F12_2_RM_1,53.72734614,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#23.bam
8939,1,23,ERS169313,R2_RA_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,4,,WAxNA_F12_2_RM_1_T4,WAxNA_F12_2_RM_1,56.18841063,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#23.bam
8616,5,33,ERS169323,R2_RA_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,8,,WAxNA_F12_2_RM_1_T8,WAxNA_F12_2_RM_1,47.83086885,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#33.bam
