run,lane,tag,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,ftp_submission_reads
6738,6,29,ERS041874,Lys_231,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,29,WAxNA_F12_2_YPD_T0_C29,WAxNA_F12_2_YPD,24.84450437,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#29.bam
6738,6,30,ERS041875,Lys_232,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,30,WAxNA_F12_2_YPD_T0_C30,WAxNA_F12_2_YPD,18.47281387,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#30.bam
6738,6,31,ERS041876,Lys_233,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,31,WAxNA_F12_2_YPD_T0_C31,WAxNA_F12_2_YPD,24.55177658,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#31.bam
6738,6,32,ERS041877,Lys_234,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,32,WAxNA_F12_2_YPD_T0_C32,WAxNA_F12_2_YPD,23.58344625,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#32.bam
6738,6,33,ERS041878,Lys_235,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,33,WAxNA_F12_2_YPD_T0_C33,WAxNA_F12_2_YPD,23.99891927,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#33.bam
6738,6,34,ERS041879,Lys_236,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,34,WAxNA_F12_2_YPD_T0_C34,WAxNA_F12_2_YPD,21.03774308,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#34.bam
6738,6,35,ERS041880,Lys_237,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,35,WAxNA_F12_2_YPD_T0_C35,WAxNA_F12_2_YPD,24.77186472,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#35.bam
6738,6,36,ERS041881,Lys_238,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,36,WAxNA_F12_2_YPD_T0_C36,WAxNA_F12_2_YPD,24.8177551,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#36.bam
6738,6,37,ERS041882,Lys_239,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,37,WAxNA_F12_2_YPD_T0_C37,WAxNA_F12_2_YPD,28.50435776,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#37.bam
6738,6,38,ERS041883,Lys_241,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,38,WAxNA_F12_2_YPD_T0_C38,WAxNA_F12_2_YPD,29.35585053,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#38.bam
6738,6,39,ERS041884,Lys_243,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,39,WAxNA_F12_2_YPD_T0_C39,WAxNA_F12_2_YPD,20.04912254,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#39.bam
6738,6,40,ERS041885,Lys_244,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,40,WAxNA_F12_2_YPD_T0_C40,WAxNA_F12_2_YPD,23.28109786,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#40.bam
6738,6,41,ERS041886,Lys_245,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,41,WAxNA_F12_2_YPD_T0_C41,WAxNA_F12_2_YPD,26.98894527,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#41.bam
6738,6,42,ERS041887,Lys_246,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,42,WAxNA_F12_2_YPD_T0_C42,WAxNA_F12_2_YPD,23.87119487,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#42.bam
6738,6,43,ERS041888,Lys_247,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,43,WAxNA_F12_2_YPD_T0_C43,WAxNA_F12_2_YPD,28.96789576,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#43.bam
6738,6,44,ERS041889,Lys_248,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,44,WAxNA_F12_2_YPD_T0_C44,WAxNA_F12_2_YPD,22.06011682,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#44.bam
6738,6,45,ERS041890,Lys_249,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,45,WAxNA_F12_2_YPD_T0_C45,WAxNA_F12_2_YPD,24.75772294,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#45.bam
6738,6,46,ERS041891,Lys_250,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,46,WAxNA_F12_2_YPD_T0_C46,WAxNA_F12_2_YPD,32.15300073,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#46.bam
6738,6,47,ERS041892,Lys_251,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,47,WAxNA_F12_2_YPD_T0_C47,WAxNA_F12_2_YPD,24.39021225,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#47.bam
6738,6,48,ERS041893,Lys_252,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,48,WAxNA_F12_2_YPD_T0_C48,WAxNA_F12_2_YPD,28.08714548,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#48.bam
6738,6,49,ERS041894,Lys_253,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,49,WAxNA_F12_2_YPD_T0_C49,WAxNA_F12_2_YPD,25.98221076,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#49.bam
6738,6,50,ERS041895,Lys_254,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,50,WAxNA_F12_2_YPD_T0_C50,WAxNA_F12_2_YPD,27.73534329,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#50.bam
6738,6,51,ERS041896,Lys_255,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,51,WAxNA_F12_2_YPD_T0_C51,WAxNA_F12_2_YPD,27.07434402,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#51.bam
6738,6,52,ERS041897,Lys_256,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,52,WAxNA_F12_2_YPD_T0_C52,WAxNA_F12_2_YPD,30.38476584,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#52.bam
6738,6,53,ERS041898,Lys_257,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,53,WAxNA_F12_2_YPD_T0_C53,WAxNA_F12_2_YPD,26.67368994,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#53.bam
6738,6,54,ERS041899,Lys_258,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,54,WAxNA_F12_2_YPD_T0_C54,WAxNA_F12_2_YPD,25.02456567,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#54.bam
6738,6,55,ERS041900,Lys_259,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,55,WAxNA_F12_2_YPD_T0_C55,WAxNA_F12_2_YPD,28.6070066,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#55.bam
6738,6,56,ERS041901,Lys_260,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,56,WAxNA_F12_2_YPD_T0_C56,WAxNA_F12_2_YPD,25.4099915,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#56.bam
6738,6,57,ERS041902,Lys_261,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,57,WAxNA_F12_2_YPD_T0_C57,WAxNA_F12_2_YPD,23.99163727,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#57.bam
6738,6,58,ERS041903,Lys_262,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,58,WAxNA_F12_2_YPD_T0_C58,WAxNA_F12_2_YPD,27.23869115,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#58.bam
6738,6,59,ERS041904,Lys_263,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,59,WAxNA_F12_2_YPD_T0_C59,WAxNA_F12_2_YPD,27.01161885,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#59.bam
6738,6,60,ERS041905,Lys_264,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,60,WAxNA_F12_2_YPD_T0_C60,WAxNA_F12_2_YPD,28.74124473,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#60.bam
6738,6,61,ERS041906,Lys_265,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,61,WAxNA_F12_2_YPD_T0_C61,WAxNA_F12_2_YPD,25.24611245,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#61.bam
6738,6,62,ERS041907,Lys_266,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,62,WAxNA_F12_2_YPD_T0_C62,WAxNA_F12_2_YPD,26.79121821,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#62.bam
6738,6,63,ERS041908,Lys_267,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,63,WAxNA_F12_2_YPD_T0_C63,WAxNA_F12_2_YPD,24.49941661,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#63.bam
6738,6,64,ERS041909,Lys_268,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,64,WAxNA_F12_2_YPD_T0_C64,WAxNA_F12_2_YPD,23.60986143,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#64.bam
6738,6,65,ERS041910,Lys_270,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,65,WAxNA_F12_2_YPD_T0_C65,WAxNA_F12_2_YPD,24.22279031,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#65.bam
6738,6,66,ERS041911,Lys_271,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,66,WAxNA_F12_2_YPD_T0_C66,WAxNA_F12_2_YPD,9.061720706,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#66.bam
6738,6,67,ERS041912,Lys_272,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,67,WAxNA_F12_2_YPD_T0_C67,WAxNA_F12_2_YPD,22.80618059,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#67.bam
6738,6,68,ERS041913,Lys_273,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,68,WAxNA_F12_2_YPD_T0_C68,WAxNA_F12_2_YPD,23.5031075,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#68.bam
6738,6,69,ERS041914,Lys_274,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,69,WAxNA_F12_2_YPD_T0_C69,WAxNA_F12_2_YPD,23.83141256,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#69.bam
6738,6,70,ERS041915,Lys_275,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,70,WAxNA_F12_2_YPD_T0_C70,WAxNA_F12_2_YPD,25.76631394,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#70.bam
6738,6,71,ERS041916,Lys_276,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,71,WAxNA_F12_2_YPD_T0_C71,WAxNA_F12_2_YPD,22.44575272,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#71.bam
6738,6,72,ERS041917,Lys_277,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,72,WAxNA_F12_2_YPD_T0_C72,WAxNA_F12_2_YPD,24.66151648,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#72.bam
6738,6,73,ERS041918,Lys_278,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,73,WAxNA_F12_2_YPD_T0_C73,WAxNA_F12_2_YPD,24.52458541,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#73.bam
6738,6,74,ERS041919,Lys_279,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,74,WAxNA_F12_2_YPD_T0_C74,WAxNA_F12_2_YPD,29.02310123,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#74.bam
6738,6,75,ERS041920,Lys_280,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,75,WAxNA_F12_2_YPD_T0_C75,WAxNA_F12_2_YPD,24.33438095,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#75.bam
6738,6,76,ERS041921,Lys_281,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,76,WAxNA_F12_2_YPD_T0_C76,WAxNA_F12_2_YPD,27.70508701,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#76.bam
6738,6,77,ERS041922,Lys_282,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,77,WAxNA_F12_2_YPD_T0_C77,WAxNA_F12_2_YPD,23.61652618,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#77.bam
6738,6,78,ERS041923,Lys_283,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,78,WAxNA_F12_2_YPD_T0_C78,WAxNA_F12_2_YPD,22.45453743,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#78.bam
6738,6,79,ERS041924,Lys_284,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,79,WAxNA_F12_2_YPD_T0_C79,WAxNA_F12_2_YPD,23.46270616,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#79.bam
6738,6,80,ERS041925,Lys_286,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,80,WAxNA_F12_2_YPD_T0_C80,WAxNA_F12_2_YPD,26.68015494,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#80.bam
6738,6,81,ERS041926,Lys_287,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,81,WAxNA_F12_2_YPD_T0_C81,WAxNA_F12_2_YPD,23.22675811,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#81.bam
6738,6,82,ERS041927,Lys_288,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,82,WAxNA_F12_2_YPD_T0_C82,WAxNA_F12_2_YPD,27.1840481,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#82.bam
6738,6,83,ERS041928,Lys_289,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,83,WAxNA_F12_2_YPD_T0_C83,WAxNA_F12_2_YPD,23.50790653,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#83.bam
6738,6,84,ERS041929,Lys_290,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,84,WAxNA_F12_2_YPD_T0_C84,WAxNA_F12_2_YPD,24.52129278,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#84.bam
6738,6,85,ERS041930,Lys_291,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,85,WAxNA_F12_2_YPD_T0_C85,WAxNA_F12_2_YPD,23.97616385,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#85.bam
6738,6,86,ERS041931,Lys_292,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,86,WAxNA_F12_2_YPD_T0_C86,WAxNA_F12_2_YPD,25.34391889,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#86.bam
6738,6,87,ERS041932,Lys_293,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,87,WAxNA_F12_2_YPD_T0_C87,WAxNA_F12_2_YPD,23.5898654,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#87.bam
6738,6,88,ERS041933,Lys_295,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,88,WAxNA_F12_2_YPD_T0_C88,WAxNA_F12_2_YPD,20.41061615,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#88.bam
6738,6,89,ERS041934,Lys_296,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,89,WAxNA_F12_2_YPD_T0_C89,WAxNA_F12_2_YPD,22.25248769,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#89.bam
6738,6,90,ERS041935,Lys_297,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,90,WAxNA_F12_2_YPD_T0_C90,WAxNA_F12_2_YPD,25.83779182,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#90.bam
6738,6,91,ERS041936,Lys_298,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,91,WAxNA_F12_2_YPD_T0_C91,WAxNA_F12_2_YPD,24.60158927,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#91.bam
6738,6,92,ERS041937,Lys_300,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,92,WAxNA_F12_2_YPD_T0_C92,WAxNA_F12_2_YPD,21.22133134,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#92.bam
6738,6,93,ERS041938,Lys_301,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,93,WAxNA_F12_2_YPD_T0_C93,WAxNA_F12_2_YPD,22.70226301,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#93.bam
6738,6,94,ERS041939,Lys_304,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,94,WAxNA_F12_2_YPD_T0_C94,WAxNA_F12_2_YPD,26.05995663,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#94.bam
6738,6,95,ERS041940,Lys_305,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,95,WAxNA_F12_2_YPD_T0_C95,WAxNA_F12_2_YPD,25.03818167,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#95.bam
6738,6,96,ERS041941,Lys_306,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,96,WAxNA_F12_2_YPD_T0_C96,WAxNA_F12_2_YPD,28.61696134,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#96.bam
11823,1,37,ERS364072,2787STDY5607135,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,2,,WAxNA_F2_1_RM_1_T2,WAxNA_F2_1_RM_1,29.48731092,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#37.cram
14893,4,28,ERS364072,2787STDY5607135,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,2,,WAxNA_F2_1_RM_1_T2,WAxNA_F2_1_RM_1,76.70186718,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#28.cram
11823,1,39,ERS364074,2787STDY5607137,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,4,,WAxNA_F2_1_RM_1_T4,WAxNA_F2_1_RM_1,28.28319519,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#39.cram
14893,4,30,ERS364074,2787STDY5607137,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,4,,WAxNA_F2_1_RM_1_T4,WAxNA_F2_1_RM_1,65.88898644,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#30.cram
11823,1,41,ERS364076,2787STDY5607139,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,8,,WAxNA_F2_1_RM_1_T8,WAxNA_F2_1_RM_1,26.35672246,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#41.cram
14893,4,32,ERS364076,2787STDY5607139,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,8,,WAxNA_F2_1_RM_1_T8,WAxNA_F2_1_RM_1,79.41047598,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#32.cram
11822,2,82,ERS364078,2787STDY5607141,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,16,,WAxNA_F2_1_RM_1_T16,WAxNA_F2_1_RM_1,96.26031687,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#82.cram
11822,2,84,ERS364080,2787STDY5607143,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,1,32,,WAxNA_F2_1_RM_1_T32,WAxNA_F2_1_RM_1,96.6425435,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#84.cram
11823,1,38,ERS364073,2787STDY5607136,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,2,2,,WAxNA_F2_1_RM_2_T2,WAxNA_F2_1_RM_2,29.60027616,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#38.cram
14893,4,29,ERS364073,2787STDY5607136,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,2,2,,WAxNA_F2_1_RM_2_T2,WAxNA_F2_1_RM_2,70.78672849,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#29.cram
11823,1,40,ERS364075,2787STDY5607138,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,2,4,,WAxNA_F2_1_RM_2_T4,WAxNA_F2_1_RM_2,29.39238006,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#40.cram
14893,4,31,ERS364075,2787STDY5607138,,Saccharomyces cerevisiae,WAxNA,diploid,F2,1,RM,2,4,,WAxNA_F2_1_RM_2_T4,WAxNA_F2_1_RM_2,74.05369871,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#31.cram
